,start,end,event,size,state
0,0.0,0.46464774919221596,0.0,0.0010516097718815726,0.0
1,0.4678642606201011,0.6574202186103673,1.0,0.0010516097718815726,0.0
2,0.6619709797224793,0.7837478737171087,0.0,0.0010516097718815726,1.0
3,0.0,0.02551997281613452,0.0,0.0010516097718815726,0.0
4,0.0,0.46464774919221596,0.0,0.0013751820093835948,0.0
5,0.4678642606201011,0.6574202186103673,1.0,0.0013751820093835948,0.0
6,0.6619709797224793,0.7837478737171087,0.0,0.0013751820093835948,1.0
7,0.0,0.02551997281613452,0.0,0.0013751820093835948,0.0
8,0.0,0.1905439418232723,0.0,0.000970716712506067,0.0
9,0.0,0.1905439418232723,0.0,0.0059051933344119074,0.0
10,0.0,0.1905439418232723,0.0,0.00420643908752629,0.0
11,0.0,0.17467719159741835,0.0,0.0035592946125222458,0.0
12,0.0,0.06208695174456933,1.0,0.004772690503154829,0.0
13,0.06251719074207152,0.08330094736585088,0.0,0.003640187671897751,1.0
14,0.0,0.0031685684520660552,1.0,0.004772690503154829,0.0
15,0.003191011489177964,0.2899853093182059,1.0,0.004772690503154829,1.0
16,0.2919929172862163,0.2900193908860801,1.0,0.004287332146901796,1.0
17,0.2920272347452492,0.35426162028860475,1.0,0.004449118265652807,1.0
18,0.3567141084196093,0.6808240821375959,0.0,0.004044652968775279,1.0
19,0.6855368300604551,0.8735965515557472,1.0,0.002912150137518201,1.0
20,0.8796435491628333,0.9170078214654871,0.0,0.002912150137518201,1.0
21,0.0,0.9792890890149512,0.0,0.009060022650056626,0.0
22,0.0,0.1716327410940285,1.0,0.0008898236531305614,0.0
23,0.17282118708700603,0.2979603962007699,0.0,0.0008898236531305614,1.0
24,0.0,0.1716327410940285,1.0,0.08040770101925254,0.0
25,0.17282118708700603,0.2979603962007699,0.0,0.08040770101925254,1.0
26,0.0,0.03763113773429806,0.0,0.0068759100469179745,0.0
27,0.0,0.7614875230940773,0.0,0.0008898236531305614,0.0
28,0.7667585725780965,0.9767243238623878,0.0,0.004691797443779323,0.0
29,0.0,0.03763113773429806,0.0,0.0068759100469179745,0.0
30,0.0,0.41701545166724996,0.0,0.0008898236531305614,0.0
31,0.0,0.1905439418232723,0.0,0.0068759100469179745,0.0
32,0.0,0.16967534000179055,0.0,0.011325028312570781,0.0
33,0.0,0.08330094736585088,0.0,0.0059051933344119074,0.0
34,0.0,0.02395527277462622,1.0,0.016744863290729654,0.0
35,0.02412158829395618,0.060531916625294016,0.0,0.0008898236531305614,1.0
36,0.06095139264858564,0.17004362440687898,1.0,0.0008898236531305614,1.0
37,0.17122107153448726,0.3933872602081926,0.0,0.0008898236531305614,1.0
38,0.0,0.1633453246193038,0.0,0.001941433425012134,0.0
39,0.16447641033232105,0.16967534000179055,1.0,0.014237178450088983,0.0
40,0.17085023809657957,0.17004362440687898,1.0,0.01116324219381977,1.0
41,0.17122107153448726,0.17177822360764078,1.0,0.01116324219381977,1.0
42,0.1729676765389972,0.5265454719330659,1.0,0.011001456075068758,1.0
43,0.5301904004335268,0.6808235734574785,0.0,0.00768484064067303,1.0
44,0.685536317859574,0.8598398064573889,1.0,0.00768484064067303,1.0
45,0.8657915885346906,0.8735955341955122,1.0,0.0059051933344119074,1.0
46,0.8796425247610711,0.917006804105252,0.0,0.0059051933344119074,1.0
47,0.0,0.003149238607600088,0.0,0.0066332308687914576,0.0
48,0.0,0.08330094736585088,0.0,0.0038019737906487623,0.0
49,0.0,0.0031685684520660552,1.0,0.0035592946125222458,0.0
50,0.003191011489177964,0.16967483132167302,1.0,0.0035592946125222458,1.0
51,0.1708497258956985,0.28998480063808835,1.0,0.003154829315644718,1.0
52,0.29199240508533525,0.29001888220596256,1.0,0.004044652968775279,1.0
53,0.2920267225443681,0.39336640432337405,1.0,0.0038019737906487623,1.0
54,0.3960895511532459,0.516527017018402,1.0,0.0038019737906487623,1.0
55,0.5201026040804996,0.6808230647773609,0.0,0.0030739362562692122,1.0
56,0.6855358056586929,0.8735955341955122,1.0,0.0030739362562692122,1.0
57,0.8796425247610711,0.917006804105252,0.0,0.0030739362562692122,1.0
58,0.0,0.1633453246193038,0.0,0.0037210807312732567,0.0
59,0.16447641033232105,0.16967534000179055,1.0,0.0037210807312732567,0.0
60,0.17085023809657957,0.6808245908177135,0.0,0.0037210807312732567,1.0
61,0.6855373422613361,0.859733492312826,0.0,0.0037210807312732567,1.0
62,0.0,0.680825099497831,0.0,0.002912150137518201,0.0
63,0.6855378544622173,0.8735975689159823,1.0,0.0025885779000161787,0.0
64,0.8796445735645955,0.9999252240227238,0.0,0.0025885779000161787,1.0
65,0.0,0.43312840306998623,0.0,0.0010516097718815726,0.0
66,0.0,0.029245545996890946,1.0,0.0006471444750040447,0.0
67,0.029448477457270923,0.07233329535188456,1.0,0.0010516097718815726,1.0
68,0.07283445308982621,0.11367830662423596,0.0,0.0016178611875101116,1.0
69,0.0,0.17878173146573123,0.0,0.0016987542468856172,0.0
70,0.0,0.18490674876085522,0.0,0.0011325028312570782,0.0
71,0.0,0.004438742705527115,0.0,0.0005662514156285391,0.0
72,0.0,0.18607671303116377,0.0,0.0005662514156285391,0.0
73,0.0,0.14366754295294912,0.0,0.0006471444750040447,0.0
74,0.0,0.023462870420861582,1.0,0.0018605403656366283,0.0
75,0.023625777841063043,0.11367881530435349,0.0,0.0018605403656366283,1.0
76,0.0,0.19125762002816052,0.0,0.0021841126031386508,0.0
77,0.19258189707937937,0.19196722879210854,0.0,0.0033975084937712344,0.0
78,0.19329641730849706,0.19339865464282516,0.0,0.0021841126031386508,0.0
79,0.19473775058787857,0.1994300747963245,1.0,0.0033975084937712344,0.0
80,0.20081091643493845,0.42941554689216793,0.0,0.003640187671897751,1.0
81,0.43238820319418714,0.929297533104902,0.0,0.003640187671897751,1.0
82,0.9357300578428455,0.935982098529304,0.0,0.003640187671897751,1.0
83,0.0,0.06047494445213117,0.0,0.0004853583562530335,0.0
84,0.0,0.24229298753937184,0.0,0.0022650056625141564,0.0
85,0.0,0.7189618652689493,0.0,0.004772690503154829,0.0
86,0.0,0.003149238607600088,0.0,0.005338941918783369,0.0
87,0.0,0.08301456045968404,0.0,0.0011325028312570782,0.0
88,0.0,0.680825099497831,0.0,0.0016178611875101116,0.0
89,0.6855378544622173,0.8735975689159823,1.0,0.0016178611875101116,0.0
90,0.8796445735645955,0.9169096462028047,0.0,0.0016178611875101116,1.0
91,0.0,0.00016582971831329813,0.0,0.0011325028312570782,0.0
92,0.0,0.00016582971831329813,0.0,0.0011325028312570782,0.0
93,0.0,0.00978395338048459,0.0,0.012861996440705388,0.0
94,0.0,0.0014904327443495812,1.0,0.004044652968775279,0.0
95,0.001501260782468798,0.0016201461743185722,1.0,0.004287332146901796,1.0
96,0.0016318720071462267,0.016390182066787665,1.0,0.0043682252062773015,1.0
97,0.016504136790416107,0.017848059283615617,1.0,0.004691797443779323,1.0
98,0.01797210451561419,0.0187530012126934,1.0,0.004772690503154829,1.0
99,0.01888330988306966,0.04346366396184492,0.0,0.00493447662190584,1.0
100,0.04376500428456037,0.053746632537621984,0.0,0.00493447662190584,1.0
101,0.05411914509575339,0.058282024465478935,0.0,0.00493447662190584,1.0
102,0.0,0.0014904327443495812,1.0,0.004044652968775279,0.0
103,0.001501260782468798,0.0016201461743185722,1.0,0.004287332146901796,1.0
104,0.0016318720071462267,0.016390182066787665,1.0,0.0043682252062773015,1.0
105,0.016504136790416107,0.017848059283615617,1.0,0.004691797443779323,1.0
106,0.01797210451561419,0.0187530012126934,1.0,0.004772690503154829,1.0
107,0.01888330988306966,0.04346366396184492,0.0,0.00493447662190584,1.0
108,0.04376500428456037,0.053746632537621984,0.0,0.00493447662190584,1.0
109,0.05411914509575339,0.05764973507939479,1.0,0.00493447662190584,1.0
110,0.058049262456341275,0.14068667746424995,0.0,0.00493447662190584,1.0
111,0.0,0.0014904327443495812,1.0,0.004044652968775279,0.0
112,0.001501260782468798,0.0016201461743185722,1.0,0.004287332146901796,1.0
113,0.0016318720071462267,0.016390182066787665,1.0,0.0043682252062773015,1.0
114,0.016504136790416107,0.017848059283615617,1.0,0.004691797443779323,1.0
115,0.01797210451561419,0.0187530012126934,1.0,0.004772690503154829,1.0
116,0.01888330988306966,0.04346366396184492,0.0,0.00493447662190584,1.0
117,0.04376500428456037,0.053746632537621984,0.0,0.00493447662190584,1.0
118,0.05411914509575339,0.058282024465478935,0.0,0.00493447662190584,1.0
119,0.0,0.0014904327443495812,1.0,0.004044652968775279,0.0
120,0.001501260782468798,0.0016201461743185722,1.0,0.004287332146901796,1.0
121,0.0016318720071462267,0.016390182066787665,1.0,0.0043682252062773015,1.0
122,0.016504136790416107,0.017848059283615617,1.0,0.004691797443779323,1.0
123,0.01797210451561419,0.0187530012126934,1.0,0.004772690503154829,1.0
124,0.01888330988306966,0.04346366396184492,0.0,0.00493447662190584,1.0
125,0.04376500428456037,0.053746632537621984,0.0,0.00493447662190584,1.0
126,0.05411914509575339,0.05764973507939479,1.0,0.00493447662190584,1.0
127,0.058049262456341275,0.14068667746424995,0.0,0.00493447662190584,1.0
128,0.0,0.06208695174456933,1.0,0.0028312570781426952,0.0
129,0.06251719074207152,0.08330094736585088,0.0,0.0035592946125222458,1.0
130,0.0,0.0031685684520660552,1.0,0.00420643908752629,0.0
131,0.003191011489177964,0.2512228670025312,1.0,0.00420643908752629,1.0
132,0.2529621857455519,0.28998480063808835,1.0,0.00420643908752629,1.0
133,0.29199240508533525,0.29001888220596256,1.0,0.00420643908752629,1.0
134,0.2920267225443681,0.3542611116084872,1.0,0.0043682252062773015,1.0
135,0.3567135962187282,0.6808235734574785,0.0,0.003963759909399773,1.0
136,0.685536317859574,0.8735960428756298,1.0,0.0028312570781426952,1.0
137,0.8796430369619522,0.9170073127853695,0.0,0.0028312570781426952,1.0
138,0.0,0.06208695174456933,1.0,0.0066332308687914576,0.0
139,0.06251719074207152,0.08330094736585088,0.0,0.007523054521922019,1.0
140,0.0,0.0031685684520660552,1.0,0.007927519818799546,0.0
141,0.003191011489177964,0.04952509624227824,1.0,0.007765733700048536,1.0
142,0.04986838998360445,0.16967483132167302,1.0,0.009383594887558647,1.0
143,0.1708497258956985,0.35426162028860475,1.0,0.009302701828183142,1.0
144,0.3567141084196093,0.6808240821375959,0.0,0.00986895324381168,1.0
145,0.6855368300604551,0.8735965515557472,1.0,0.0066332308687914576,1.0
146,0.8796435491628333,0.9170078214654871,0.0,0.0066332308687914576,1.0
147,0.0,0.08330094736585088,0.0,0.0023458987218896617,0.0
148,0.0,0.04952560492239576,1.0,0.0023458987218896617,0.0
149,0.04986890218448554,0.16967534000179055,1.0,0.0027503640187671896,1.0
150,0.17085023809657957,0.25122337568264874,1.0,0.0027503640187671896,1.0
151,0.252962697946433,0.27984426249521843,0.0,0.0028312570781426952,1.0
152,0.28178168052084684,0.279875800662505,1.0,0.0023458987218896617,1.0
153,0.2818134369754743,0.28190543433143156,1.0,0.0024267917812651673,1.0
154,0.28385711849101525,0.6808235734574785,0.0,0.0023458987218896617,1.0
155,0.685536317859574,0.8735960428756298,1.0,0.0023458987218896617,1.0
156,0.8796430369619522,0.9170073127853695,0.0,0.0023458987218896617,1.0
157,0.0,0.0014192175278960177,0.0,0.013347354796958422,0.0
158,0.0014295526591164842,0.0016231982550237248,1.0,0.017553793884484713,0.0
159,0.0016349452124327544,0.004240866139809713,1.0,0.016016825756350106,1.0
160,0.004270730946511374,0.005045598085734982,0.0,0.01609771881572561,1.0
161,0.00508103274039252,0.005824387345666452,0.0,0.01723022164698269,1.0
162,0.00586521228933818,0.1486251393783522,0.0,0.017877366121986732,1.0
163,0.14965434123539778,0.14864396054270065,0.0,0.017877366121986732,1.0
164,0.14967329266799806,0.7142118103314966,0.0,0.02014237178450089,1.0
165,0.0,0.5443945485769165,0.0,0.0012942889500080893,0.0
166,0.0,0.37821841910358356,1.0,0.000970716712506067,0.0
167,0.3808367211153277,0.5212857195178526,0.0,0.000970716712506067,1.0
168,0.5248942433230773,0.6154739474391008,0.0,0.000970716712506067,1.0
169,0.0,0.328617529523794,1.0,0.000970716712506067,0.0
170,0.3308925254013222,0.5213162403249042,1.0,0.000970716712506067,1.0
